id,copetin,golosinas,facturas,preelaborados,FC_bebidas_con_azucar
78769807,Nunca o menos de 1 vez al mes,Nunca o menos de 1 vez al mes,2 a 4 veces por semana,Nunca o menos de 1 vez al mes,5 a 6 veces por semana
78769808,2 a 4 veces por semana,1 vez por semana,1 vez por semana,Entre 1 y 3 veces al mes,5 a 6 veces por semana
78769809,Nunca o menos de 1 vez al mes,2 a 4 veces por semana,5 a 6 veces por semana,Nunca o menos de 1 vez al mes,1 vez por semana
78775091,5 a 6 veces por semana,Entre 1 y 3 veces al mes,Entre 1 y 3 veces al mes,Nunca o menos de 1 vez al mes,2 a 4 veces por semana
78793312,1 vez por semana,1 vez al dia,Entre 2 y 3 veces al dia,Nunca o menos de 1 vez al mes,Entre 2 y 3 veces al dia
78795264,Entre 1 y 3 veces al mes,2 a 4 veces por semana,Nunca o menos de 1 vez al mes,Nunca o menos de 1 vez al mes,5 a 6 veces por semana
78800648,Entre 1 y 3 veces al mes,Nunca o menos de 1 vez al mes,Nunca o menos de 1 vez al mes,Entre 1 y 3 veces al mes,1 vez por semana
78800649,Nunca o menos de 1 vez al mes,5 a 6 veces por semana,Nunca o menos de 1 vez al mes,Nunca o menos de 1 vez al mes,1 vez por semana
78800650,2 a 4 veces por semana,Entre 1 y 3 veces al mes,1 vez por semana,Nunca o menos de 1 vez al mes,2 a 4 veces por semana
78810849,Nunca o menos de 1 vez al mes,Nunca o menos de 1 vez al mes,1 vez por semana,Nunca o menos de 1 vez al mes,Entre 1 y 3 veces al mes
78812078,1 vez por semana,1 vez por semana,1 vez por semana,Nunca o menos de 1 vez al mes,1 vez por semana
78819446,1 vez por semana,2 a 4 veces por semana,2 a 4 veces por semana,Nunca o menos de 1 vez al mes,2 a 4 veces por semana
78819448,1 vez por semana,Nunca o menos de 1 vez al mes,Nunca o menos de 1 vez al mes,Nunca o menos de 1 vez al mes,2 a 4 veces por semana
78823419,Entre 1 y 3 veces al mes,1 vez por semana,2 a 4 veces por semana,Nunca o menos de 1 vez al mes,2 a 4 veces por semana
78856338,Nunca o menos de 1 vez al mes,2 a 4 veces por semana,2 a 4 veces por semana,Nunca o menos de 1 vez al mes,Nunca o menos de 1 vez al mes
78863480,Entre 1 y 3 veces al mes,Entre 1 y 3 veces al mes,2 a 4 veces por semana,Nunca o menos de 1 vez al mes,1 vez por semana
78863489,Entre 1 y 3 veces al mes,1 vez por semana,2 a 4 veces por semana,Nunca o menos de 1 vez al mes,Entre 2 y 3 veces al dia
78891947,1 vez por semana,2 a 4 veces por semana,Entre 1 y 3 veces al mes,2 a 4 veces por semana,2 a 4 veces por semana
78905085,1 vez por semana,1 vez por semana,Entre 1 y 3 veces al mes,Nunca o menos de 1 vez al mes,2 a 4 veces por semana
78908299,2 a 4 veces por semana,1 vez al dia,1 vez por semana,Nunca o menos de 1 vez al mes,1 vez al dia
78911210,Entre 1 y 3 veces al mes,Nunca o menos de 1 vez al mes,1 vez por semana,Nunca o menos de 1 vez al mes,Nunca o menos de 1 vez al mes
78912927,Nunca o menos de 1 vez al mes,2 a 4 veces por semana,2 a 4 veces por semana,Nunca o menos de 1 vez al mes,1 vez por semana
78922399,1 vez al dia,Entre 1 y 3 veces al mes,2 a 4 veces por semana,Nunca o menos de 1 vez al mes,Entre 2 y 3 veces al dia
78922403,1 vez al dia,1 vez al dia,2 a 4 veces por semana,Nunca o menos de 1 vez al mes,Entre 4 y 5 veces al dia
78927464,Entre 1 y 3 veces al mes,2 a 4 veces por semana,Nunca o menos de 1 vez al mes,1 vez por semana,Nunca o menos de 1 vez al mes
78931228,Nunca o menos de 1 vez al mes,Entre 1 y 3 veces al mes,Nunca o menos de 1 vez al mes,Nunca o menos de 1 vez al mes,2 a 4 veces por semana
78931229,2 a 4 veces por semana,1 vez al dia,1 vez por semana,Entre 1 y 3 veces al mes,1 vez al dia
78934709,Entre 2 y 3 veces al dia,1 vez al dia,1 vez al dia,Entre 1 y 3 veces al mes,Entre 2 y 3 veces al dia
78941977,Entre 1 y 3 veces al mes,5 a 6 veces por semana,1 vez por semana,Nunca o menos de 1 vez al mes,Entre 2 y 3 veces al dia
78941980,Entre 1 y 3 veces al mes,2 a 4 veces por semana,2 a 4 veces por semana,Nunca o menos de 1 vez al mes,Entre 2 y 3 veces al dia
78942091,1 vez por semana,Nunca o menos de 1 vez al mes,2 a 4 veces por semana,Nunca o menos de 1 vez al mes,Entre 2 y 3 veces al dia
78942094,Entre 1 y 3 veces al mes,2 a 4 veces por semana,2 a 4 veces por semana,Nunca o menos de 1 vez al mes,Entre 2 y 3 veces al dia
78955045,1 vez por semana,1 vez por semana,2 a 4 veces por semana,Nunca o menos de 1 vez al mes,2 a 4 veces por semana
78955190,2 a 4 veces por semana,1 vez por semana,1 vez por semana,Nunca o menos de 1 vez al mes,1 vez por semana
78959579,Entre 1 y 3 veces al mes,Nunca o menos de 1 vez al mes,5 a 6 veces por semana,2 a 4 veces por semana,1 vez al dia
78960815,Entre 1 y 3 veces al mes,2 a 4 veces por semana,Entre 1 y 3 veces al mes,Nunca o menos de 1 vez al mes,2 a 4 veces por semana
78981676,Entre 1 y 3 veces al mes,2 a 4 veces por semana,1 vez al dia,1 vez por semana,Entre 2 y 3 veces al dia
78987883,1 vez por semana,1 vez al dia,1 vez por semana,Nunca o menos de 1 vez al mes,1 vez al dia
78992251,Nunca o menos de 1 vez al mes,1 vez al dia,1 vez al dia,Nunca o menos de 1 vez al mes,Entre 2 y 3 veces al dia
78999828,Entre 1 y 3 veces al mes,1 vez por semana,Entre 1 y 3 veces al mes,Nunca o menos de 1 vez al mes,Nunca o menos de 1 vez al mes
78999864,Entre 1 y 3 veces al mes,1 vez al dia,2 a 4 veces por semana,Nunca o menos de 1 vez al mes,Entre 1 y 3 veces al mes
79002025,1 vez por semana,Entre 1 y 3 veces al mes,1 vez por semana,Entre 1 y 3 veces al mes,1 vez por semana
79021250,Entre 1 y 3 veces al mes,Entre 1 y 3 veces al mes,Entre 1 y 3 veces al mes,2 a 4 veces por semana,Entre 2 y 3 veces al dia
79023677,Nunca o menos de 1 vez al mes,1 vez al dia,5 a 6 veces por semana,Nunca o menos de 1 vez al mes,Entre 2 y 3 veces al dia
79028679,Nunca o menos de 1 vez al mes,2 a 4 veces por semana,Entre 1 y 3 veces al mes,Entre 1 y 3 veces al mes,Entre 1 y 3 veces al mes
79031515,Entre 2 y 3 veces al dia,1 vez por semana,Nunca o menos de 1 vez al mes,Nunca o menos de 1 vez al mes,1 vez al dia
79031516,Nunca o menos de 1 vez al mes,Nunca o menos de 1 vez al mes,1 vez por semana,Nunca o menos de 1 vez al mes,2 a 4 veces por semana
79031525,Entre 1 y 3 veces al mes,2 a 4 veces por semana,Entre 1 y 3 veces al mes,Nunca o menos de 1 vez al mes,1 vez al dia
79031963,1 vez al dia,1 vez al dia,2 a 4 veces por semana,1 vez por semana,2 a 4 veces por semana
79032602,1 vez por semana,1 vez al dia,2 a 4 veces por semana,Nunca o menos de 1 vez al mes,1 vez por semana
79033829,Entre 1 y 3 veces al mes,5 a 6 veces por semana,Entre 1 y 3 veces al mes,Entre 1 y 3 veces al mes,5 a 6 veces por semana
79034285,Entre 1 y 3 veces al mes,Entre 1 y 3 veces al mes,2 a 4 veces por semana,Entre 1 y 3 veces al mes,Entre 1 y 3 veces al mes
79035035,2 a 4 veces por semana,2 a 4 veces por semana,2 a 4 veces por semana,1 vez por semana,2 a 4 veces por semana
79035036,Nunca o menos de 1 vez al mes,Nunca o menos de 1 vez al mes,1 vez por semana,2 a 4 veces por semana,Nunca o menos de 1 vez al mes
79035472,Entre 1 y 3 veces al mes,Entre 1 y 3 veces al mes,1 vez por semana,Entre 1 y 3 veces al mes,1 vez por semana
79035475,Entre 1 y 3 veces al mes,2 a 4 veces por semana,2 a 4 veces por semana,Nunca o menos de 1 vez al mes,2 a 4 veces por semana
79037295,1 vez por semana,1 vez al dia,2 a 4 veces por semana,Nunca o menos de 1 vez al mes,Entre 2 y 3 veces al dia
79038225,1 vez por semana,Entre 1 y 3 veces al mes,2 a 4 veces por semana,Nunca o menos de 1 vez al mes,2 a 4 veces por semana
79038406,2 a 4 veces por semana,2 a 4 veces por semana,5 a 6 veces por semana,Nunca o menos de 1 vez al mes,Entre 2 y 3 veces al dia
79038408,Nunca o menos de 1 vez al mes,1 vez al dia,2 a 4 veces por semana,Nunca o menos de 1 vez al mes,2 a 4 veces por semana
79039113,Entre 1 y 3 veces al mes,2 a 4 veces por semana,1 vez al dia,Nunca o menos de 1 vez al mes,1 vez por semana
79041994,Nunca o menos de 1 vez al mes,2 a 4 veces por semana,1 vez por semana,5 a 6 veces por semana,Nunca o menos de 1 vez al mes
79048858,2 a 4 veces por semana,2 a 4 veces por semana,1 vez al dia,Nunca o menos de 1 vez al mes,1 vez al dia
79048861,1 vez por semana,1 vez al dia,2 a 4 veces por semana,1 vez por semana,1 vez por semana
79048862,1 vez por semana,1 vez al dia,1 vez al dia,1 vez por semana,1 vez por semana
79067730,Nunca o menos de 1 vez al mes,Entre 1 y 3 veces al mes,1 vez al dia,Nunca o menos de 1 vez al mes,1 vez al dia
79067731,1 vez por semana,1 vez al dia,1 vez al dia,Nunca o menos de 1 vez al mes,Entre 4 y 5 veces al dia
79071460,Entre 1 y 3 veces al mes,2 a 4 veces por semana,5 a 6 veces por semana,2 a 4 veces por semana,Entre 4 y 5 veces al dia
79072486,Entre 1 y 3 veces al mes,1 vez al dia,1 vez por semana,Nunca o menos de 1 vez al mes,1 vez al dia
79072489,1 vez por semana,Entre 2 y 3 veces al dia,Nunca o menos de 1 vez al mes,Nunca o menos de 1 vez al mes,1 vez al dia
79077330,1 vez por semana,1 vez al dia,Nunca o menos de 1 vez al mes,Entre 1 y 3 veces al mes,1 vez al dia
79084225,Nunca o menos de 1 vez al mes,Entre 1 y 3 veces al mes,1 vez por semana,Nunca o menos de 1 vez al mes,6 veces o mas por dia
79091612,Nunca o menos de 1 vez al mes,2 a 4 veces por semana,1 vez al dia,Nunca o menos de 1 vez al mes,Entre 2 y 3 veces al dia
79101142,2 a 4 veces por semana,2 a 4 veces por semana,5 a 6 veces por semana,1 vez por semana,5 a 6 veces por semana
79108331,1 vez por semana,Nunca o menos de 1 vez al mes,2 a 4 veces por semana,Nunca o menos de 1 vez al mes,1 vez al dia
79111682,Nunca o menos de 1 vez al mes,2 a 4 veces por semana,2 a 4 veces por semana,Nunca o menos de 1 vez al mes,Entre 2 y 3 veces al dia
79117563,1 vez por semana,Nunca o menos de 1 vez al mes,1 vez al dia,Nunca o menos de 1 vez al mes,1 vez al dia
79117565,Nunca o menos de 1 vez al mes,2 a 4 veces por semana,Nunca o menos de 1 vez al mes,Entre 1 y 3 veces al mes,Nunca o menos de 1 vez al mes
79129018,Entre 1 y 3 veces al mes,5 a 6 veces por semana,5 a 6 veces por semana,Nunca o menos de 1 vez al mes,Nunca o menos de 1 vez al mes
79129099,2 a 4 veces por semana,Entre 1 y 3 veces al mes,1 vez al dia,Nunca o menos de 1 vez al mes,2 a 4 veces por semana
79130947,1 vez por semana,2 a 4 veces por semana,Entre 1 y 3 veces al mes,2 a 4 veces por semana,1 vez al dia
79134253,Nunca o menos de 1 vez al mes,2 a 4 veces por semana,2 a 4 veces por semana,1 vez por semana,5 a 6 veces por semana
79134896,Entre 1 y 3 veces al mes,Entre 1 y 3 veces al mes,Entre 1 y 3 veces al mes,Nunca o menos de 1 vez al mes,Entre 2 y 3 veces al dia
79139799,1 vez por semana,2 a 4 veces por semana,Nunca o menos de 1 vez al mes,Entre 1 y 3 veces al mes,Nunca o menos de 1 vez al mes
79141575,Entre 1 y 3 veces al mes,Nunca o menos de 1 vez al mes,2 a 4 veces por semana,Nunca o menos de 1 vez al mes,Entre 2 y 3 veces al dia
79141847,1 vez al dia,1 vez al dia,2 a 4 veces por semana,Entre 1 y 3 veces al mes,2 a 4 veces por semana
79162636,2 a 4 veces por semana,Nunca o menos de 1 vez al mes,2 a 4 veces por semana,Nunca o menos de 1 vez al mes,2 a 4 veces por semana
79162637,Entre 1 y 3 veces al mes,Entre 1 y 3 veces al mes,5 a 6 veces por semana,Nunca o menos de 1 vez al mes,Entre 2 y 3 veces al dia
79163637,Entre 1 y 3 veces al mes,2 a 4 veces por semana,1 vez al dia,Nunca o menos de 1 vez al mes,1 vez por semana
79172442,1 vez por semana,1 vez por semana,1 vez por semana,Nunca o menos de 1 vez al mes,1 vez por semana
79174823,2 a 4 veces por semana,5 a 6 veces por semana,1 vez por semana,1 vez por semana,5 a 6 veces por semana
79181562,1 vez por semana,1 vez al dia,1 vez por semana,Nunca o menos de 1 vez al mes,Nunca o menos de 1 vez al mes
79190941,1 vez por semana,2 a 4 veces por semana,Nunca o menos de 1 vez al mes,Nunca o menos de 1 vez al mes,1 vez por semana
79193122,1 vez al dia,5 a 6 veces por semana,5 a 6 veces por semana,Nunca o menos de 1 vez al mes,Entre 2 y 3 veces al dia
79194098,Nunca o menos de 1 vez al mes,Nunca o menos de 1 vez al mes,1 vez por semana,Nunca o menos de 1 vez al mes,2 a 4 veces por semana
79202621,Entre 1 y 3 veces al mes,2 a 4 veces por semana,2 a 4 veces por semana,Nunca o menos de 1 vez al mes,2 a 4 veces por semana
79206184,Nunca o menos de 1 vez al mes,1 vez al dia,Entre 1 y 3 veces al mes,Entre 1 y 3 veces al mes,Entre 4 y 5 veces al dia
79206185,Entre 1 y 3 veces al mes,2 a 4 veces por semana,2 a 4 veces por semana,Nunca o menos de 1 vez al mes,Entre 2 y 3 veces al dia
79209926,2 a 4 veces por semana,1 vez al dia,2 a 4 veces por semana,Nunca o menos de 1 vez al mes,Entre 2 y 3 veces al dia
79214789,1 vez por semana,Entre 1 y 3 veces al mes,1 vez al dia,Nunca o menos de 1 vez al mes,Entre 1 y 3 veces al mes
79215686,Nunca o menos de 1 vez al mes,Nunca o menos de 1 vez al mes,1 vez al dia,Nunca o menos de 1 vez al mes,2 a 4 veces por semana
79226823,Entre 1 y 3 veces al mes,Entre 1 y 3 veces al mes,2 a 4 veces por semana,Entre 1 y 3 veces al mes,1 vez por semana
79229336,2 a 4 veces por semana,1 vez al dia,Entre 1 y 3 veces al mes,Nunca o menos de 1 vez al mes,Entre 2 y 3 veces al dia
79229384,1 vez por semana,Nunca o menos de 1 vez al mes,1 vez al dia,Nunca o menos de 1 vez al mes,Nunca o menos de 1 vez al mes
79229386,2 a 4 veces por semana,2 a 4 veces por semana,2 a 4 veces por semana,Nunca o menos de 1 vez al mes,1 vez por semana
79229388,1 vez por semana,2 a 4 veces por semana,2 a 4 veces por semana,Nunca o menos de 1 vez al mes,2 a 4 veces por semana
79229420,Entre 1 y 3 veces al mes,2 a 4 veces por semana,1 vez por semana,Nunca o menos de 1 vez al mes,5 a 6 veces por semana
79229453,2 a 4 veces por semana,5 a 6 veces por semana,1 vez por semana,Nunca o menos de 1 vez al mes,2 a 4 veces por semana
79229460,2 a 4 veces por semana,2 a 4 veces por semana,1 vez por semana,Nunca o menos de 1 vez al mes,1 vez al dia
79235414,Nunca o menos de 1 vez al mes,2 a 4 veces por semana,2 a 4 veces por semana,Nunca o menos de 1 vez al mes,Nunca o menos de 1 vez al mes
79258875,Nunca o menos de 1 vez al mes,1 vez por semana,Nunca o menos de 1 vez al mes,Nunca o menos de 1 vez al mes,Entre 2 y 3 veces al dia
79259351,2 a 4 veces por semana,Entre 2 y 3 veces al dia,Entre 2 y 3 veces al dia,1 vez al dia,Entre 2 y 3 veces al dia
79259352,Entre 2 y 3 veces al dia,Entre 2 y 3 veces al dia,Entre 2 y 3 veces al dia,Entre 2 y 3 veces al dia,Entre 4 y 5 veces al dia
79271865,Entre 2 y 3 veces al dia,Entre 2 y 3 veces al dia,1 vez al dia,Entre 2 y 3 veces al dia,Entre 4 y 5 veces al dia
79272928,Entre 1 y 3 veces al mes,Nunca o menos de 1 vez al mes,1 vez por semana,Nunca o menos de 1 vez al mes,2 a 4 veces por semana
79273527,1 vez por semana,1 vez al dia,1 vez por semana,Nunca o menos de 1 vez al mes,1 vez al dia
79278262,1 vez al dia,1 vez por semana,1 vez por semana,Nunca o menos de 1 vez al mes,1 vez por semana
79281862,Entre 1 y 3 veces al mes,Nunca o menos de 1 vez al mes,1 vez por semana,Nunca o menos de 1 vez al mes,1 vez al dia
79288131,2 a 4 veces por semana,1 vez por semana,Entre 2 y 3 veces al dia,1 vez por semana,Entre 2 y 3 veces al dia
79290854,1 vez por semana,1 vez al dia,Entre 1 y 3 veces al mes,Nunca o menos de 1 vez al mes,2 a 4 veces por semana
79295463,1 vez por semana,2 a 4 veces por semana,2 a 4 veces por semana,Nunca o menos de 1 vez al mes,Entre 2 y 3 veces al dia
79298744,Nunca o menos de 1 vez al mes,Entre 1 y 3 veces al mes,1 vez al dia,2 a 4 veces por semana,5 a 6 veces por semana
79298792,Entre 1 y 3 veces al mes,1 vez al dia,1 vez al dia,2 a 4 veces por semana,Entre 2 y 3 veces al dia
79298793,1 vez por semana,1 vez al dia,1 vez por semana,Nunca o menos de 1 vez al mes,1 vez al dia
79298795,2 a 4 veces por semana,2 a 4 veces por semana,1 vez al dia,Entre 1 y 3 veces al mes,1 vez al dia
79300087,2 a 4 veces por semana,2 a 4 veces por semana,5 a 6 veces por semana,Entre 1 y 3 veces al mes,Entre 2 y 3 veces al dia
79303836,Nunca o menos de 1 vez al mes,Nunca o menos de 1 vez al mes,5 a 6 veces por semana,Entre 1 y 3 veces al mes,1 vez por semana
79304318,Nunca o menos de 1 vez al mes,2 a 4 veces por semana,Nunca o menos de 1 vez al mes,Nunca o menos de 1 vez al mes,Nunca o menos de 1 vez al mes
79308660,Nunca o menos de 1 vez al mes,Nunca o menos de 1 vez al mes,5 a 6 veces por semana,Nunca o menos de 1 vez al mes,Entre 1 y 3 veces al mes
79308666,1 vez por semana,1 vez al dia,1 vez por semana,1 vez por semana,Nunca o menos de 1 vez al mes
79310519,Nunca o menos de 1 vez al mes,Entre 1 y 3 veces al mes,2 a 4 veces por semana,Entre 1 y 3 veces al mes,Nunca o menos de 1 vez al mes
79312478,Nunca o menos de 1 vez al mes,5 a 6 veces por semana,2 a 4 veces por semana,2 a 4 veces por semana,Nunca o menos de 1 vez al mes
79313413,2 a 4 veces por semana,Nunca o menos de 1 vez al mes,Entre 2 y 3 veces al dia,Nunca o menos de 1 vez al mes,Entre 2 y 3 veces al dia
79320865,Nunca o menos de 1 vez al mes,1 vez al dia,2 a 4 veces por semana,Entre 1 y 3 veces al mes,Entre 2 y 3 veces al dia
79322361,1 vez por semana,Entre 2 y 3 veces al dia,Entre 2 y 3 veces al dia,Nunca o menos de 1 vez al mes,6 veces o mas por dia
79322375,1 vez por semana,1 vez al dia,1 vez al dia,Nunca o menos de 1 vez al mes,Entre 4 y 5 veces al dia
79330398,1 vez al dia,1 vez al dia,Entre 2 y 3 veces al dia,2 a 4 veces por semana,Entre 4 y 5 veces al dia
79344692,5 a 6 veces por semana,1 vez al dia,Nunca o menos de 1 vez al mes,2 a 4 veces por semana,1 vez al dia
79346005,Entre 1 y 3 veces al mes,Nunca o menos de 1 vez al mes,Entre 1 y 3 veces al mes,Nunca o menos de 1 vez al mes,Entre 1 y 3 veces al mes
79346381,2 a 4 veces por semana,1 vez al dia,Nunca o menos de 1 vez al mes,1 vez por semana,1 vez al dia
79350189,1 vez por semana,1 vez al dia,Entre 2 y 3 veces al dia,Nunca o menos de 1 vez al mes,2 a 4 veces por semana
79350429,Entre 1 y 3 veces al mes,1 vez por semana,1 vez por semana,Nunca o menos de 1 vez al mes,2 a 4 veces por semana
79357443,Nunca o menos de 1 vez al mes,1 vez al dia,1 vez por semana,Nunca o menos de 1 vez al mes,Nunca o menos de 1 vez al mes
79374271,1 vez por semana,Entre 2 y 3 veces al dia,Nunca o menos de 1 vez al mes,5 a 6 veces por semana,5 a 6 veces por semana
79381018,2 a 4 veces por semana,5 a 6 veces por semana,5 a 6 veces por semana,Nunca o menos de 1 vez al mes,6 veces o mas por dia
79388188,Nunca o menos de 1 vez al mes,5 a 6 veces por semana,1 vez al dia,Nunca o menos de 1 vez al mes,5 a 6 veces por semana
79390870,2 a 4 veces por semana,2 a 4 veces por semana,Entre 1 y 3 veces al mes,2 a 4 veces por semana,Entre 2 y 3 veces al dia
79400695,2 a 4 veces por semana,2 a 4 veces por semana,2 a 4 veces por semana,Nunca o menos de 1 vez al mes,Entre 2 y 3 veces al dia
79406608,1 vez por semana,5 a 6 veces por semana,1 vez al dia,Entre 1 y 3 veces al mes,1 vez al dia
79434098,1 vez por semana,1 vez al dia,1 vez por semana,1 vez por semana,Entre 4 y 5 veces al dia
79435696,2 a 4 veces por semana,1 vez al dia,2 a 4 veces por semana,Nunca o menos de 1 vez al mes,Entre 4 y 5 veces al dia
79467897,1 vez por semana,1 vez al dia,1 vez por semana,Nunca o menos de 1 vez al mes,2 a 4 veces por semana
79480682,Entre 1 y 3 veces al mes,2 a 4 veces por semana,Entre 2 y 3 veces al dia,Nunca o menos de 1 vez al mes,Entre 2 y 3 veces al dia
79486156,2 a 4 veces por semana,5 a 6 veces por semana,1 vez al dia,Nunca o menos de 1 vez al mes,Entre 2 y 3 veces al dia
79496238,Nunca o menos de 1 vez al mes,2 a 4 veces por semana,Nunca o menos de 1 vez al mes,Entre 1 y 3 veces al mes,Entre 2 y 3 veces al dia
79496239,Entre 1 y 3 veces al mes,2 a 4 veces por semana,Nunca o menos de 1 vez al mes,Nunca o menos de 1 vez al mes,2 a 4 veces por semana
79496247,Nunca o menos de 1 vez al mes,2 a 4 veces por semana,Nunca o menos de 1 vez al mes,Nunca o menos de 1 vez al mes,1 vez por semana
79503445,1 vez por semana,1 vez por semana,5 a 6 veces por semana,Nunca o menos de 1 vez al mes,2 a 4 veces por semana
